"","lon","lat","lon.ind","lat.ind","ind","elev","airpr","year","abs","variable","value","absorp","fitcomp"
"5501",-105.1875,38.9375,31,16,575,2758,72.2931104680062,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5502",-105.0625,38.9375,32,16,576,2689,72.9259833468035,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5506",-108.5625,38.8125,4,15,582,2224,77.3090041548649,"1999",6,"surv",0.997827664951921,"wing absorptivity= 0.65","egg viability (%)"
"5507",-108.4375,38.8125,5,15,583,2061,78.8949526396922,"1999",6,"surv",0.979627978814839,"wing absorptivity= 0.65","egg viability (%)"
"5508",-108.3125,38.8125,6,15,584,1585,83.6777388056611,"1999",6,"surv",0.980427454217139,"wing absorptivity= 0.65","egg viability (%)"
"5509",-108.1875,38.8125,7,15,585,1631,83.205539142057,"1999",6,"surv",0.981033004717343,"wing absorptivity= 0.65","egg viability (%)"
"5510",-108.0625,38.8125,8,15,586,1571,83.8218816346293,"1999",6,"surv",0.993978664759982,"wing absorptivity= 0.65","egg viability (%)"
"5511",-107.9375,38.8125,9,15,587,1601,83.5132499813368,"1999",6,"surv",0.978046194526468,"wing absorptivity= 0.65","egg viability (%)"
"5516",-107.3125,38.8125,14,15,592,2638,73.3966362000304,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5520",-106.6875,38.8125,19,15,597,3134,68.9220644409703,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5522",-106.1875,38.8125,23,15,601,2902,70.9866534177665,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5523",-106.0625,38.8125,24,15,602,2639,73.3873841328197,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5524",-105.9375,38.8125,25,15,603,2914,70.8786509285721,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5528",-105.4375,38.8125,29,15,607,2785,72.0466784940278,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5529",-105.3125,38.8125,30,15,608,2514,74.5512356772311,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5530",-105.1875,38.8125,31,15,609,2802,71.8918669069547,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5535",-108.4375,38.6875,5,14,617,2225,77.2993547230787,"1999",6,"surv",0.996142906332361,"wing absorptivity= 0.65","egg viability (%)"
"5536",-108.3125,38.6875,6,14,618,1770,81.7917687837618,"1999",6,"surv",0.977406357758514,"wing absorptivity= 0.65","egg viability (%)"
"5537",-108.1875,38.6875,7,14,619,1644,83.0724832123639,"1999",6,"surv",0.968517252986672,"wing absorptivity= 0.65","egg viability (%)"
"5538",-108.0625,38.6875,8,14,620,1568,83.8527955258032,"1999",6,"surv",0.968345329337356,"wing absorptivity= 0.65","egg viability (%)"
"5539",-107.9375,38.6875,9,14,621,1604,83.4824374955077,"1999",6,"surv",0.971727975888795,"wing absorptivity= 0.65","egg viability (%)"
"5540",-107.8125,38.6875,10,14,622,1967,79.8214580563979,"1999",6,"surv",0.992618228049064,"wing absorptivity= 0.65","egg viability (%)"
"5541",-107.6875,38.6875,11,14,623,1941,80.0792748062367,"1999",6,"surv",0.993428124768471,"wing absorptivity= 0.65","egg viability (%)"
"5544",-107.3125,38.6875,14,14,626,3066,69.5220973029037,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5545",-107.0625,38.6875,16,14,628,2740,72.4577773004525,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5546",-106.9375,38.6875,17,14,629,2769,72.1926300007236,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5547",-106.8125,38.6875,18,14,630,2740,72.4577773004525,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5549",-106.1875,38.6875,23,14,635,3166,68.6411508215342,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5550",-106.0625,38.6875,24,14,636,2473,74.9362171926239,"1999",6,"surv",0.999960422651132,"wing absorptivity= 0.65","egg viability (%)"
"5551",-105.9375,38.6875,25,14,637,2989,70.2066458232158,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5554",-105.5625,38.6875,28,14,640,2690,72.9167793500193,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5555",-105.4375,38.6875,29,14,641,2786,72.0375644642002,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5556",-105.3125,38.6875,30,14,642,2400,75.6256562122961,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5557",-105.1875,38.6875,31,14,643,2642,73.3596335972895,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5559",-104.9375,38.6875,33,14,645,2934,70.6989424837614,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5560",-108.8125,38.5625,2,13,648,1852,80.96691102987,"1999",6,"surv",0.98854907606879,"wing absorptivity= 0.65","egg viability (%)"
"5561",-108.6875,38.5625,3,13,649,2323,76.3584296599602,"1999",6,"surv",0.999357339691415,"wing absorptivity= 0.65","egg viability (%)"
"5562",-108.5625,38.5625,4,13,650,2635,73.4243980687973,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5563",-108.4375,38.5625,5,13,651,2438,75.2661321599338,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5564",-108.3125,38.5625,6,13,652,2231,77.2414786105236,"1999",6,"surv",0.99592905514529,"wing absorptivity= 0.65","egg viability (%)"
"5565",-108.1875,38.5625,7,13,653,2028,79.2192178148774,"1999",6,"surv",0.991919943816165,"wing absorptivity= 0.65","egg viability (%)"
"5566",-108.0625,38.5625,8,13,654,1767,81.8220750235976,"1999",6,"surv",0.971002556421729,"wing absorptivity= 0.65","egg viability (%)"
"5567",-107.9375,38.5625,9,13,655,1719,82.308212816615,"1999",6,"surv",0.972504047815339,"wing absorptivity= 0.65","egg viability (%)"
"5568",-107.8125,38.5625,10,13,656,1999,79.5050682293806,"1999",6,"surv",0.999629001497698,"wing absorptivity= 0.65","egg viability (%)"
"5570",-107.5625,38.5625,12,13,658,2532,74.3827260926869,"1999",6,"surv",0.999999285742564,"wing absorptivity= 0.65","egg viability (%)"
"5571",-107.4375,38.5625,13,13,659,2839,71.5558550528667,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5572",-107.3125,38.5625,14,13,660,2619,73.5726050110574,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5573",-107.1875,38.5625,15,13,661,2773,72.1561196994745,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5574",-107.0625,38.5625,16,13,662,2552,74.1958550814841,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5575",-106.9375,38.5625,17,13,663,2395,75.673065350464,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5578",-106.5625,38.5625,20,13,666,2944,70.6092267200289,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5585",-105.5625,38.5625,28,13,674,2616,73.6004207610623,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5587",-105.3125,38.5625,30,13,676,2067,78.8361109760018,"1999",6,"surv",0.999994875840517,"wing absorptivity= 0.65","egg viability (%)"
"5588",-105.1875,38.5625,31,13,677,1963,79.8610783639112,"1999",6,"surv",0.999967736530011,"wing absorptivity= 0.65","egg viability (%)"
"5590",-104.9375,38.5625,33,13,679,1949,79.9998748642428,"1999",6,"surv",0.996432648388277,"wing absorptivity= 0.65","egg viability (%)"
"5591",-108.8125,38.4375,2,12,682,1726,82.2371724228313,"1999",6,"surv",0.978200862926469,"wing absorptivity= 0.65","egg viability (%)"
"5592",-108.6875,38.4375,3,12,683,1904,80.4473300381986,"1999",6,"surv",0.985220753313913,"wing absorptivity= 0.65","egg viability (%)"
"5595",-108.3125,38.4375,6,12,686,2576,73.9721118547539,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5596",-108.1875,38.4375,7,12,687,2309,76.4922767489444,"1999",6,"surv",0.999732489008821,"wing absorptivity= 0.65","egg viability (%)"
"5597",-108.0625,38.4375,8,12,688,1983,79.6631359563,"1999",6,"surv",0.992729570948298,"wing absorptivity= 0.65","egg viability (%)"
"5598",-107.9375,38.4375,9,12,689,1846,81.0270371193534,"1999",6,"surv",0.977563644268309,"wing absorptivity= 0.65","egg viability (%)"
"5599",-107.8125,38.4375,10,12,690,1908,80.4074743728112,"1999",6,"surv",0.999473224516513,"wing absorptivity= 0.65","egg viability (%)"
"5601",-107.5625,38.4375,12,12,692,2509,74.598098711523,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5606",-106.9375,38.4375,17,12,697,2527,74.4295033419282,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5609",-106.5625,38.4375,20,12,700,2692,72.8983741783074,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5611",-106.0625,38.4375,24,12,704,2923,70.797736411889,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5612",-105.9375,38.4375,25,12,705,2679,73.0180750662124,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5613",-105.8125,38.4375,26,12,706,2402,75.6066992925353,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5614",-105.6875,38.4375,27,12,707,2593,73.8139578746352,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5615",-105.5625,38.4375,28,12,708,2227,77.2800587852597,"1999",6,"surv",0.999509085056982,"wing absorptivity= 0.65","egg viability (%)"
"5617",-105.3125,38.4375,30,12,710,1892,80.5669930245435,"1999",6,"surv",0.994598228456443,"wing absorptivity= 0.65","egg viability (%)"
"5618",-105.1875,38.4375,31,12,711,1664,82.8681182489267,"1999",6,"surv",0.982844054602819,"wing absorptivity= 0.65","egg viability (%)"
"5619",-105.0625,38.4375,32,12,712,1688,82.6234178599914,"1999",6,"surv",0.99489436544597,"wing absorptivity= 0.65","egg viability (%)"
"5620",-104.9375,38.4375,33,12,713,1700,82.5012872662527,"1999",6,"surv",0.97894776549252,"wing absorptivity= 0.65","egg viability (%)"
"5621",-108.8125,38.3125,2,11,716,1784,81.6504598220052,"1999",6,"surv",0.958645491517937,"wing absorptivity= 0.65","egg viability (%)"
"5622",-108.6875,38.3125,3,11,717,1832,81.1674719378293,"1999",6,"surv",0.957458763807415,"wing absorptivity= 0.65","egg viability (%)"
"5623",-108.5625,38.3125,4,11,718,1842,81.0671412609752,"1999",6,"surv",0.979669607694349,"wing absorptivity= 0.65","egg viability (%)"
"5626",-108.1875,38.3125,7,11,721,2719,72.6502723246395,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5628",-107.9375,38.3125,9,11,723,2504,74.6449855963409,"1999",6,"surv",0.999990315943597,"wing absorptivity= 0.65","egg viability (%)"
"5629",-107.8125,38.3125,10,11,724,2129,78.2301585676646,"1999",6,"surv",0.999992823321998,"wing absorptivity= 0.65","egg viability (%)"
"5633",-107.3125,38.3125,14,11,728,2888,71.1128247062066,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5634",-107.1875,38.3125,15,11,729,2617,73.5911478983956,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5635",-107.0625,38.3125,16,11,730,2861,71.3566678516332,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5639",-106.4375,38.3125,21,11,735,3197,68.3699005668055,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5641",-106.0625,38.3125,24,11,738,2806,71.8554798265767,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5642",-105.9375,38.3125,25,11,739,2487,74.8045795316927,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5646",-105.4375,38.3125,29,11,743,2310,76.4827099468159,"1999",6,"surv",0.999943507929089,"wing absorptivity= 0.65","egg viability (%)"
"5647",-105.3125,38.3125,30,11,744,2522,74.4763044082894,"1999",6,"surv",0.998672277196759,"wing absorptivity= 0.65","egg viability (%)"
"5648",-105.1875,38.3125,31,11,745,2260,76.9622384963931,"1999",6,"surv",0.983766339801158,"wing absorptivity= 0.65","egg viability (%)"
"5649",-105.0625,38.3125,32,11,746,1700,82.5012872662527,"1999",6,"surv",0.972453952025953,"wing absorptivity= 0.65","egg viability (%)"
"5650",-104.9375,38.3125,33,11,747,1606,83.4619009528808,"1999",6,"surv",0.9695794638869,"wing absorptivity= 0.65","egg viability (%)"
"5651",-108.8125,38.1875,2,10,750,1974,79.7521608177241,"1999",6,"surv",0.979598991408229,"wing absorptivity= 0.65","egg viability (%)"
"5652",-108.6875,38.1875,3,10,751,1947,80.0197188707407,"1999",6,"surv",0.9787735466017,"wing absorptivity= 0.65","egg viability (%)"
"5653",-108.5625,38.1875,4,10,752,1791,81.5798795106265,"1999",6,"surv",0.971223434529236,"wing absorptivity= 0.65","egg viability (%)"
"5654",-108.4375,38.1875,5,10,753,1875,80.7367622714457,"1999",6,"surv",0.992140577159908,"wing absorptivity= 0.65","egg viability (%)"
"5657",-108.0625,38.1875,8,10,756,2707,72.7604552631168,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5658",-107.9375,38.1875,9,10,757,2809,71.828199304003,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5661",-107.5625,38.1875,12,10,760,3032,69.8236959292908,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5662",-107.3125,38.1875,14,10,762,2835,71.5921192307763,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5663",-107.1875,38.1875,15,10,763,2930,70.7348546240326,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5664",-107.0625,38.1875,16,10,764,2849,71.4652596788933,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5666",-106.8125,38.1875,18,10,766,2861,71.3566678516332,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5667",-106.6875,38.1875,19,10,767,2910,70.9146369638113,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5668",-106.5625,38.1875,20,10,768,3010,70.0194118886583,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5669",-106.4375,38.1875,21,10,769,2787,72.0284513679737,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5672",-106.0625,38.1875,24,10,772,2724,72.6044026609887,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5674",-105.8125,38.1875,26,10,774,3154,68.7463845726203,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5679",-105.0625,38.1875,32,10,780,1910,80.387552536742,"1999",6,"surv",0.987513206148527,"wing absorptivity= 0.65","egg viability (%)"
"5680",-104.9375,38.1875,33,10,781,1734,82.1560442046321,"1999",6,"surv",0.975947398525913,"wing absorptivity= 0.65","egg viability (%)"
"5681",-108.8125,38.0625,2,9,784,1768,81.8119719335137,"1999",6,"surv",0.973053113246136,"wing absorptivity= 0.65","egg viability (%)"
"5682",-108.6875,38.0625,3,9,785,1882,80.6668222417482,"1999",6,"surv",0.977989680768493,"wing absorptivity= 0.65","egg viability (%)"
"5683",-108.5625,38.0625,4,9,786,2040,79.1011785830489,"1999",6,"surv",0.994347609957871,"wing absorptivity= 0.65","egg viability (%)"
"5684",-108.4375,38.0625,5,9,787,2274,76.8277258018089,"1999",6,"surv",0.999750974709019,"wing absorptivity= 0.65","egg viability (%)"
"5687",-108.0625,38.0625,8,9,790,2573,74.0000498419134,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5689",-107.8125,38.0625,10,9,792,3128,68.9748392288921,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5690",-107.6875,38.0625,11,9,793,2928,70.7528162325147,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5694",-106.5625,38.0625,20,9,802,2914,70.8786509285721,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5696",-106.3125,38.0625,22,9,804,2902,70.9866534177665,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5701",-105.6875,38.0625,27,9,809,2918,70.8426796816237,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5702",-105.5625,38.0625,28,9,810,3036,69.7881588494768,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5704",-105.3125,38.0625,30,9,812,2777,72.1196243510655,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5705",-105.1875,38.0625,31,9,813,3159,68.7025213119301,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5707",-104.9375,38.0625,33,9,815,2019,79.3078408065327,"1999",6,"surv",0.972944739008997,"wing absorptivity= 0.65","egg viability (%)"
"5708",-108.8125,37.9375,2,8,818,1938,80.1090662305254,"1999",6,"surv",0.982230271775327,"wing absorptivity= 0.65","egg viability (%)"
"5709",-108.6875,37.9375,3,8,819,1820,81.2880014468491,"1999",6,"surv",0.978098997436386,"wing absorptivity= 0.65","egg viability (%)"
"5710",-108.5625,37.9375,4,8,820,2246,77.096941828277,"1999",6,"surv",0.996009279493955,"wing absorptivity= 0.65","egg viability (%)"
"5711",-108.4375,37.9375,5,8,821,2432,75.3228069173136,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5714",-108.0625,37.9375,8,8,824,2788,72.0193392052751,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5719",-106.0625,37.9375,24,8,840,2310,76.4827099468159,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5724",-105.3125,37.9375,30,8,846,2718,72.6594490726123,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5725",-105.1875,37.9375,31,8,847,2855,71.4109470511478,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5726",-105.0625,37.9375,32,8,848,2918,70.8426796816237,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5727",-104.9375,37.9375,33,8,849,2247,77.0873138351543,"1999",6,"surv",0.992086667112217,"wing absorptivity= 0.65","egg viability (%)"
"5728",-108.8125,37.8125,2,7,852,2251,77.0488115980913,"1999",6,"surv",0.996633595750228,"wing absorptivity= 0.65","egg viability (%)"
"5729",-108.6875,37.8125,3,7,853,2480,74.8703749358312,"1999",6,"surv",0.999692547599652,"wing absorptivity= 0.65","egg viability (%)"
"5730",-108.5625,37.8125,4,7,854,2329,76.3011247081312,"1999",6,"surv",0.998233163157266,"wing absorptivity= 0.65","egg viability (%)"
"5732",-108.3125,37.8125,6,7,856,2722,72.6227477115001,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5733",-108.1875,37.8125,7,7,857,3085,69.3540169068548,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5734",-108.0625,37.8125,8,7,858,3181,68.5097921000684,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5735",-107.1875,37.8125,15,7,865,3114,69.0981076608639,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5736",-107.0625,37.8125,16,7,866,3187,68.4573056405783,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5737",-106.9375,37.8125,17,7,867,2928,70.7528162325147,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5738",-106.8125,37.8125,18,7,868,2998,70.126353130656,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5740",-106.4375,37.8125,21,7,871,2849,71.4652596788933,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5743",-106.0625,37.8125,24,7,874,2318,76.4062104031849,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5747",-105.5625,37.8125,28,7,878,2607,73.6839191082834,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5748",-105.4375,37.8125,29,7,879,3000,70.1085204119101,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5751",-105.0625,37.8125,32,7,882,2343,76.167548569569,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5752",-104.9375,37.8125,33,7,883,2204,77.5021977147721,"1999",6,"surv",0.999256871226974,"wing absorptivity= 0.65","egg viability (%)"
"5753",-108.8125,37.6875,2,6,886,2145,78.0743975801825,"1999",6,"surv",0.995183593266918,"wing absorptivity= 0.65","egg viability (%)"
"5754",-108.6875,37.6875,3,6,887,2275,76.8181250415342,"1999",6,"surv",0.999637913614959,"wing absorptivity= 0.65","egg viability (%)"
"5757",-108.3125,37.6875,6,6,890,2759,72.2839712032806,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5758",-108.1875,37.6875,7,6,891,2818,71.746408052029,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5762",-106.6875,37.6875,19,6,903,2802,71.8918669069547,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5765",-106.3125,37.6875,22,6,906,2388,75.7394785715835,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5766",-106.1875,37.6875,23,6,907,2358,76.0246414660185,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5768",-105.9375,37.6875,25,6,909,2314,76.4444524263576,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5770",-105.6875,37.6875,27,6,911,2300,76.5784215801161,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5772",-105.4375,37.6875,29,6,913,3044,69.717128626023,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5775",-105.0625,37.6875,32,6,916,2076,78.7479151141855,"1999",6,"surv",0.999772827459988,"wing absorptivity= 0.65","egg viability (%)"
"5776",-104.9375,37.6875,33,6,917,1984,79.6532492742751,"1999",6,"surv",0.99097340479452,"wing absorptivity= 0.65","egg viability (%)"
"5777",-108.8125,37.5625,2,5,920,2076,78.7479151141855,"1999",6,"surv",0.990126996084446,"wing absorptivity= 0.65","egg viability (%)"
"5778",-108.6875,37.5625,3,5,921,2113,78.386171084045,"1999",6,"surv",0.990788023863942,"wing absorptivity= 0.65","egg viability (%)"
"5779",-108.5625,37.5625,4,5,922,2200,77.5408832967517,"1999",6,"surv",0.999776701526433,"wing absorptivity= 0.65","egg viability (%)"
"5781",-108.3125,37.5625,6,5,924,2619,73.5726050110574,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5782",-108.1875,37.5625,7,5,925,2798,71.9282689062264,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5783",-108.0625,37.5625,8,5,926,3196,68.3786370056157,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5784",-107.9375,37.5625,9,5,927,2803,71.8827687383967,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5785",-107.8125,37.5625,10,5,928,2619,73.5726050110574,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5786",-107.3125,37.5625,14,5,932,2953,70.5285613734504,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5787",-107.1875,37.5625,15,5,933,2912,70.8966420973647,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5790",-106.4375,37.5625,21,5,939,3071,69.4778336754666,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5793",-106.0625,37.5625,24,5,942,2320,76.3870952015798,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5794",-105.9375,37.5625,25,5,943,2311,76.4731441135681,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5795",-105.8125,37.5625,26,5,944,2298,76.5975755399512,"1999",6,"surv",0.999996808500851,"wing absorptivity= 0.65","egg viability (%)"
"5796",-105.6875,37.5625,27,5,945,2295,76.6263137532547,"1999",6,"surv",0.999994302744956,"wing absorptivity= 0.65","egg viability (%)"
"5799",-105.3125,37.5625,30,5,948,2660,73.1933087641336,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5800",-105.1875,37.5625,31,5,949,2838,71.5649197025686,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5802",-104.9375,37.5625,33,5,951,2111,78.4056903496857,"1999",6,"surv",0.992822185659792,"wing absorptivity= 0.65","egg viability (%)"
"5803",-108.8125,37.4375,2,4,954,1980,79.6928019645512,"1999",6,"surv",0.987324581699993,"wing absorptivity= 0.65","egg viability (%)"
"5804",-108.6875,37.4375,3,4,955,2021,79.2881398740612,"1999",6,"surv",0.98958043590537,"wing absorptivity= 0.65","egg viability (%)"
"5805",-108.5625,37.4375,4,4,956,2103,78.4838067743106,"1999",6,"surv",0.994585193883058,"wing absorptivity= 0.65","egg viability (%)"
"5807",-108.3125,37.4375,6,4,958,2511,74.579350636263,"1999",6,"surv",0.999967632819052,"wing absorptivity= 0.65","egg viability (%)"
"5808",-108.1875,37.4375,7,4,959,2760,72.2748328741329,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5809",-107.9375,37.4375,9,4,961,2939,70.6540730712333,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5810",-107.8125,37.4375,10,4,962,2395,75.673065350464,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5811",-107.6875,37.4375,11,4,963,2994,70.1620295868714,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5812",-107.5625,37.4375,12,4,964,2715,72.6869849483375,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5813",-107.4375,37.4375,13,4,965,2948,70.573366237124,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5816",-106.9375,37.4375,17,4,969,3114,69.0981076608639,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5820",-106.0625,37.4375,24,4,976,2319,76.3966523182798,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5821",-105.9375,37.4375,25,4,977,2308,76.5018445200285,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5822",-105.8125,37.4375,26,4,978,2295,76.6263137532547,"1999",6,"surv",0.999999878963877,"wing absorptivity= 0.65","egg viability (%)"
"5823",-105.6875,37.4375,27,4,979,2306,76.5209829693641,"1999",6,"surv",0.99999478181878,"wing absorptivity= 0.65","egg viability (%)"
"5825",-105.4375,37.4375,29,4,981,2481,74.8609727244481,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5827",-105.1875,37.4375,31,4,983,2924,70.7887505290758,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5829",-104.9375,37.4375,33,4,985,2449,75.1623181214199,"1999",6,"surv",1,"wing absorptivity= 0.65","egg viability (%)"
"5830",-108.8125,37.3125,2,3,988,2208,77.4635277625662,"1999",6,"surv",0.985081236636028,"wing absorptivity= 0.65","egg viability (%)"
"5831",-108.6875,37.3125,3,3,989,1894,80.5470391909276,"1999",6,"surv",0.981947250326889,"wing absorptivity= 0.65","egg viability (%)"
"5832",-108.5625,37.3125,4,3,990,2082,78.6891622715028,"1999",6,"surv",0.991681085407886,"wing absorptivity= 0.65","egg viability (%)"
