"","lon","lat","lon.ind","lat.ind","ind","elev","airpr","year","abs","variable","value","absorp","fitcomp"
"1879",-107.5625,40.0625,12,25,250,2511,74.579350636263,"1999",6,"fec",5.43021564829576,"wing absorptivity= 0.65","flight activity time (hr)"
"1881",-107.3125,40.0625,14,25,252,2926,70.7707815340021,"1999",6,"fec",4.20274981217774,"wing absorptivity= 0.65","flight activity time (hr)"
"1882",-107.0625,40.0625,16,25,254,3135,68.9132718227277,"1999",6,"fec",3.80294191463559,"wing absorptivity= 0.65","flight activity time (hr)"
"1883",-106.9375,40.0625,17,25,255,2810,71.8191076604143,"1999",6,"fec",5.24872571960687,"wing absorptivity= 0.65","flight activity time (hr)"
"1886",-106.5625,40.0625,20,25,258,2836,71.5830517914504,"1999",6,"fec",4.36191247100789,"wing absorptivity= 0.65","flight activity time (hr)"
"1887",-106.4375,40.0625,21,25,259,2538,74.3266248191384,"1999",6,"fec",5.19405256333463,"wing absorptivity= 0.65","flight activity time (hr)"
"1888",-106.3125,40.0625,22,25,260,2327,76.3202224881209,"1999",6,"fec",5.19594895954915,"wing absorptivity= 0.65","flight activity time (hr)"
"1889",-106.1875,40.0625,23,25,261,2385,75.767955824699,"1999",6,"fec",5.18406291956056,"wing absorptivity= 0.65","flight activity time (hr)"
"1892",-105.8125,40.0625,26,25,264,2923,70.797736411889,"1999",6,"fec",4.10079097734536,"wing absorptivity= 0.65","flight activity time (hr)"
"1893",-105.5625,40.0625,28,25,266,3024,69.8948140481919,"1999",6,"fec",2.13784794132526,"wing absorptivity= 0.65","flight activity time (hr)"
"1895",-105.3125,40.0625,30,25,268,1781,81.6807236592673,"1999",6,"fec",3.36573060124718,"wing absorptivity= 0.65","flight activity time (hr)"
"1896",-105.1875,40.0625,31,25,269,1595,83.5749025795122,"1999",6,"fec",2.70472935497831,"wing absorptivity= 0.65","flight activity time (hr)"
"1897",-105.0625,40.0625,32,25,270,1560,83.9352777055168,"1999",6,"fec",2.73450373005445,"wing absorptivity= 0.65","flight activity time (hr)"
"1898",-104.9375,40.0625,33,25,271,1559,83.9455925956285,"1999",6,"fec",2.70547005270387,"wing absorptivity= 0.65","flight activity time (hr)"
"1899",-108.8125,39.9375,2,24,274,1804,81.4489328599104,"1999",6,"fec",2.71083601297234,"wing absorptivity= 0.65","flight activity time (hr)"
"1900",-108.6875,39.9375,3,24,275,1960,79.8908040436043,"1999",6,"fec",3.17959070592143,"wing absorptivity= 0.65","flight activity time (hr)"
"1901",-108.5625,39.9375,4,24,276,2235,77.2029140329689,"1999",6,"fec",4.51372187272124,"wing absorptivity= 0.65","flight activity time (hr)"
"1902",-108.4375,39.9375,5,24,277,2025,79.2487498974488,"1999",6,"fec",3.37664335738324,"wing absorptivity= 0.65","flight activity time (hr)"
"1903",-108.3125,39.9375,6,24,278,1950,79.9899543553996,"1999",6,"fec",3.47562272308257,"wing absorptivity= 0.65","flight activity time (hr)"
"1904",-108.1875,39.9375,7,24,279,2049,79.0127426549633,"1999",6,"fec",3.82686582868126,"wing absorptivity= 0.65","flight activity time (hr)"
"1905",-108.0625,39.9375,8,24,280,2242,77.1354635384557,"1999",6,"fec",5.18136038686,"wing absorptivity= 0.65","flight activity time (hr)"
"1906",-107.9375,39.9375,9,24,281,2091,78.6010995642278,"1999",6,"fec",5.23866672622197,"wing absorptivity= 0.65","flight activity time (hr)"
"1909",-107.5625,39.9375,12,24,284,2689,72.9259833468035,"1999",6,"fec",5.33961681471937,"wing absorptivity= 0.65","flight activity time (hr)"
"1910",-107.4375,39.9375,13,24,285,2998,70.126353130656,"1999",6,"fec",4.39953444760634,"wing absorptivity= 0.65","flight activity time (hr)"
"1912",-106.9375,39.9375,17,24,289,2661,73.1840774566819,"1999",6,"fec",5.56058847673185,"wing absorptivity= 0.65","flight activity time (hr)"
"1916",-106.4375,39.9375,21,24,293,2638,73.3966362000304,"1999",6,"fec",5.05238296042101,"wing absorptivity= 0.65","flight activity time (hr)"
"1917",-106.3125,39.9375,22,24,294,2676,73.0457209370131,"1999",6,"fec",5.18334429183804,"wing absorptivity= 0.65","flight activity time (hr)"
"1918",-106.1875,39.9375,23,24,295,2546,74.2518764229609,"1999",6,"fec",5.03888074758962,"wing absorptivity= 0.65","flight activity time (hr)"
"1919",-106.0625,39.9375,24,24,296,2877,71.2120866267986,"1999",6,"fec",4.61554266692863,"wing absorptivity= 0.65","flight activity time (hr)"
"1920",-105.9375,39.9375,25,24,297,2948,70.573366237124,"1999",6,"fec",3.8345512615788,"wing absorptivity= 0.65","flight activity time (hr)"
"1921",-105.8125,39.9375,26,24,298,2683,72.981227085138,"1999",6,"fec",3.84426285872496,"wing absorptivity= 0.65","flight activity time (hr)"
"1923",-105.4375,39.9375,29,24,301,2547,74.2425371549578,"1999",6,"fec",5.70379852074463,"wing absorptivity= 0.65","flight activity time (hr)"
"1924",-105.3125,39.9375,30,24,302,2011,79.3866841784205,"1999",6,"fec",4.50128060746073,"wing absorptivity= 0.65","flight activity time (hr)"
"1925",-105.1875,39.9375,31,24,303,1707,82.4301119545024,"1999",6,"fec",2.75416612240192,"wing absorptivity= 0.65","flight activity time (hr)"
"1926",-105.0625,39.9375,32,24,304,1613,83.3900552657989,"1999",6,"fec",2.87343767844271,"wing absorptivity= 0.65","flight activity time (hr)"
"1927",-104.9375,39.9375,33,24,305,1587,83.6571633679338,"1999",6,"fec",2.81714089396087,"wing absorptivity= 0.65","flight activity time (hr)"
"1928",-108.8125,39.8125,2,23,308,2018,79.3176927590766,"1999",6,"fec",3.69895390459851,"wing absorptivity= 0.65","flight activity time (hr)"
"1929",-108.6875,39.8125,3,23,309,2067,78.8361109760018,"1999",6,"fec",3.57221626866157,"wing absorptivity= 0.65","flight activity time (hr)"
"1930",-108.5625,39.8125,4,23,310,2393,75.6920357428067,"1999",6,"fec",5.30271197770784,"wing absorptivity= 0.65","flight activity time (hr)"
"1931",-108.4375,39.8125,5,23,311,2238,77.174000832551,"1999",6,"fec",4.1893942176243,"wing absorptivity= 0.65","flight activity time (hr)"
"1932",-108.3125,39.8125,6,23,312,2094,78.5717630687303,"1999",6,"fec",3.78489238044145,"wing absorptivity= 0.65","flight activity time (hr)"
"1933",-108.1875,39.8125,7,23,313,2093,78.5815409152712,"1999",6,"fec",3.89716414269652,"wing absorptivity= 0.65","flight activity time (hr)"
"1934",-108.0625,39.8125,8,23,314,2220,77.3476116362806,"1999",6,"fec",5.07809048440539,"wing absorptivity= 0.65","flight activity time (hr)"
"1938",-107.5625,39.8125,12,23,318,2910,70.9146369638113,"1999",6,"fec",5.27095044917085,"wing absorptivity= 0.65","flight activity time (hr)"
"1940",-107.3125,39.8125,14,23,320,3191,68.4223327601256,"1999",6,"fec",3.81540384988394,"wing absorptivity= 0.65","flight activity time (hr)"
"1942",-107.0625,39.8125,16,23,322,2308,76.5018445200285,"1999",6,"fec",5.28743602522414,"wing absorptivity= 0.65","flight activity time (hr)"
"1943",-106.9375,39.8125,17,23,323,2243,77.1258316501072,"1999",6,"fec",5.4296756097407,"wing absorptivity= 0.65","flight activity time (hr)"
"1946",-106.5625,39.8125,20,23,326,2680,73.0088616589488,"1999",6,"fec",5.15803378874488,"wing absorptivity= 0.65","flight activity time (hr)"
"1947",-106.4375,39.8125,21,23,327,3032,69.8236959292908,"1999",6,"fec",4.31934333216137,"wing absorptivity= 0.65","flight activity time (hr)"
"1948",-106.3125,39.8125,22,23,328,3162,68.6762142351117,"1999",6,"fec",4.28599471278432,"wing absorptivity= 0.65","flight activity time (hr)"
"1950",-106.0625,39.8125,24,23,330,3104,69.1862657071917,"1999",6,"fec",3.2112638273173,"wing absorptivity= 0.65","flight activity time (hr)"
"1952",-105.4375,39.8125,29,23,335,2600,73.7489152831266,"1999",6,"fec",4.87011487927808,"wing absorptivity= 0.65","flight activity time (hr)"
"1953",-105.3125,39.8125,30,23,336,2224,77.3090041548649,"1999",6,"fec",5.25483881202776,"wing absorptivity= 0.65","flight activity time (hr)"
"1954",-105.1875,39.8125,31,23,337,1801,81.4791362008173,"1999",6,"fec",3.15355603776924,"wing absorptivity= 0.65","flight activity time (hr)"
"1955",-105.0625,39.8125,32,23,338,1626,83.2567604258181,"1999",6,"fec",3.20290247371163,"wing absorptivity= 0.65","flight activity time (hr)"
"1956",-104.9375,39.8125,33,23,339,1586,83.6674505746493,"1999",6,"fec",2.68629000437788,"wing absorptivity= 0.65","flight activity time (hr)"
"1957",-108.8125,39.6875,2,22,342,2190,77.6376656636758,"1999",6,"fec",4.4658590285442,"wing absorptivity= 0.65","flight activity time (hr)"
"1958",-108.6875,39.6875,3,22,343,2295,76.6263137532547,"1999",6,"fec",5.14445182574031,"wing absorptivity= 0.65","flight activity time (hr)"
"1961",-108.3125,39.6875,6,22,346,2332,76.2724852938714,"1999",6,"fec",5.38292110559984,"wing absorptivity= 0.65","flight activity time (hr)"
"1962",-108.1875,39.6875,7,22,347,2341,76.1866192734156,"1999",6,"fec",5.25439978172928,"wing absorptivity= 0.65","flight activity time (hr)"
"1967",-107.5625,39.6875,12,22,352,2660,73.1933087641336,"1999",6,"fec",4.95833168219737,"wing absorptivity= 0.65","flight activity time (hr)"
"1972",-106.8125,39.6875,18,22,358,2498,74.7012813538904,"1999",6,"fec",5.26875457876166,"wing absorptivity= 0.65","flight activity time (hr)"
"1973",-106.6875,39.6875,19,22,359,2358,76.0246414660185,"1999",6,"fec",5.36385289322139,"wing absorptivity= 0.65","flight activity time (hr)"
"1977",-105.5625,39.6875,28,22,368,2829,71.6465433997188,"1999",6,"fec",4.74283045170742,"wing absorptivity= 0.65","flight activity time (hr)"
"1978",-105.4375,39.6875,29,22,369,2748,72.3845545881729,"1999",6,"fec",4.90929652798267,"wing absorptivity= 0.65","flight activity time (hr)"
"1980",-105.1875,39.6875,31,22,371,1967,79.8214580563979,"1999",6,"fec",5.02694676720771,"wing absorptivity= 0.65","flight activity time (hr)"
"1981",-105.0625,39.6875,32,22,372,1641,83.1031731240158,"1999",6,"fec",3.1621622784766,"wing absorptivity= 0.65","flight activity time (hr)"
"1982",-104.9375,39.6875,33,22,373,1630,83.2157813569189,"1999",6,"fec",2.85815048356656,"wing absorptivity= 0.65","flight activity time (hr)"
"1983",-108.8125,39.5625,2,21,376,2120,78.317884638383,"1999",6,"fec",5.2535028891609,"wing absorptivity= 0.65","flight activity time (hr)"
"1984",-108.6875,39.5625,3,21,377,2166,77.8703424788502,"1999",6,"fec",5.64680962700043,"wing absorptivity= 0.65","flight activity time (hr)"
"1986",-108.4375,39.5625,5,21,379,2171,77.8218216397763,"1999",6,"fec",5.33083755896059,"wing absorptivity= 0.65","flight activity time (hr)"
"1991",-107.8125,39.5625,10,21,384,1716,82.338673907453,"1999",6,"fec",2.99702130333746,"wing absorptivity= 0.65","flight activity time (hr)"
"1992",-107.6875,39.5625,11,21,385,1702,82.4809463869158,"1999",6,"fec",2.87606370843237,"wing absorptivity= 0.65","flight activity time (hr)"
"1993",-107.5625,39.5625,12,21,386,1887,80.6168951206719,"1999",6,"fec",2.95968268871033,"wing absorptivity= 0.65","flight activity time (hr)"
"1999",-106.8125,39.5625,18,21,392,2765,72.2291552594997,"1999",6,"fec",5.22240183666642,"wing absorptivity= 0.65","flight activity time (hr)"
"2000",-106.6875,39.5625,19,21,393,2795,71.955580199019,"1999",6,"fec",5.02312963044394,"wing absorptivity= 0.65","flight activity time (hr)"
"2001",-106.4375,39.5625,21,21,395,3092,69.292175559638,"1999",6,"fec",3.8087015555035,"wing absorptivity= 0.65","flight activity time (hr)"
"2002",-106.0625,39.5625,24,21,398,2946,70.5912946346862,"1999",6,"fec",3.80829730174798,"wing absorptivity= 0.65","flight activity time (hr)"
"2004",-105.5625,39.5625,28,21,402,3108,69.150991566276,"1999",6,"fec",2.18245028999617,"wing absorptivity= 0.65","flight activity time (hr)"
"2005",-105.4375,39.5625,29,21,403,2934,70.6989424837614,"1999",6,"fec",4.76151495213912,"wing absorptivity= 0.65","flight activity time (hr)"
"2008",-105.0625,39.5625,32,21,406,1690,82.6030526010608,"1999",6,"fec",3.06785883564248,"wing absorptivity= 0.65","flight activity time (hr)"
"2009",-104.9375,39.5625,33,21,407,1785,81.6403738942113,"1999",6,"fec",2.8597891927105,"wing absorptivity= 0.65","flight activity time (hr)"
"2010",-108.8125,39.4375,2,20,410,1878,80.7067819630226,"1999",6,"fec",3.03715511890589,"wing absorptivity= 0.65","flight activity time (hr)"
"2011",-108.6875,39.4375,3,20,411,2103,78.4838067743106,"1999",6,"fec",4.24764825378405,"wing absorptivity= 0.65","flight activity time (hr)"
"2013",-108.4375,39.4375,5,20,413,2204,77.5021977147721,"1999",6,"fec",5.26961907887769,"wing absorptivity= 0.65","flight activity time (hr)"
"2014",-108.3125,39.4375,6,20,414,1914,80.3477208547846,"1999",6,"fec",4.1565585747215,"wing absorptivity= 0.65","flight activity time (hr)"
"2016",-108.0625,39.4375,8,20,416,1686,82.6437871843598,"1999",6,"fec",3.63280361408933,"wing absorptivity= 0.65","flight activity time (hr)"
"2018",-107.8125,39.4375,10,20,418,2205,77.4925287616181,"1999",6,"fec",4.58667009173552,"wing absorptivity= 0.65","flight activity time (hr)"
"2019",-107.6875,39.4375,11,20,419,1897,80.5171159437657,"1999",6,"fec",3.09527533629321,"wing absorptivity= 0.65","flight activity time (hr)"
"2020",-107.5625,39.4375,12,20,420,2210,77.4441986461184,"1999",6,"fec",3.92351247273922,"wing absorptivity= 0.65","flight activity time (hr)"
"2032",-105.4375,39.4375,29,20,437,2628,73.4892088303386,"1999",6,"fec",4.96487972480624,"wing absorptivity= 0.65","flight activity time (hr)"
"2035",-105.0625,39.4375,32,20,440,1802,81.4690674130011,"1999",6,"fec",3.51721337276527,"wing absorptivity= 0.65","flight activity time (hr)"
"2036",-104.9375,39.4375,33,20,441,1828,81.2076323506252,"1999",6,"fec",3.19536950926544,"wing absorptivity= 0.65","flight activity time (hr)"
"2037",-108.8125,39.3125,2,19,444,1489,84.6701899878699,"1999",6,"fec",2.60317614977484,"wing absorptivity= 0.65","flight activity time (hr)"
"2038",-108.6875,39.3125,3,19,445,1523,84.31761283228,"1999",6,"fec",2.43973454390366,"wing absorptivity= 0.65","flight activity time (hr)"
"2039",-108.5625,39.3125,4,19,446,2022,79.2782908939811,"1999",6,"fec",3.18348429771916,"wing absorptivity= 0.65","flight activity time (hr)"
"2040",-108.4375,39.3125,5,19,447,1998,79.5149400158934,"1999",6,"fec",3.30088488594629,"wing absorptivity= 0.65","flight activity time (hr)"
"2041",-108.3125,39.3125,6,19,448,1624,83.2772560870284,"1999",6,"fec",2.6992623941089,"wing absorptivity= 0.65","flight activity time (hr)"
"2042",-108.1875,39.3125,7,19,449,1593,83.5954616334925,"1999",6,"fec",2.67661901302031,"wing absorptivity= 0.65","flight activity time (hr)"
"2043",-108.0625,39.3125,8,19,450,2220,77.3476116362806,"1999",6,"fec",4.15708972679192,"wing absorptivity= 0.65","flight activity time (hr)"
"2047",-107.5625,39.3125,12,19,454,2575,73.9814235679879,"1999",6,"fec",5.32750695727005,"wing absorptivity= 0.65","flight activity time (hr)"
"2048",-107.4375,39.3125,13,19,455,2801,71.9009660079436,"1999",6,"fec",5.20064984019389,"wing absorptivity= 0.65","flight activity time (hr)"
"2050",-107.1875,39.3125,15,19,457,2479,74.8797781033909,"1999",6,"fec",5.23831880934607,"wing absorptivity= 0.65","flight activity time (hr)"
"2053",-106.8125,39.3125,18,19,460,3078,69.4159029372326,"1999",6,"fec",4.58399869940968,"wing absorptivity= 0.65","flight activity time (hr)"
"2057",-105.4375,39.3125,29,19,471,3169,68.6148627754778,"1999",6,"fec",3.99254462561516,"wing absorptivity= 0.65","flight activity time (hr)"
"2060",-105.0625,39.3125,32,19,474,2309,76.4922767489444,"1999",6,"fec",5.45105959419106,"wing absorptivity= 0.65","flight activity time (hr)"
"2061",-104.9375,39.3125,33,19,475,1978,79.7125842726296,"1999",6,"fec",3.41664877938687,"wing absorptivity= 0.65","flight activity time (hr)"
"2062",-108.8125,39.1875,2,18,478,1392,85.6826384247401,"1999",6,"fec",2.60640271933477,"wing absorptivity= 0.65","flight activity time (hr)"
"2063",-108.6875,39.1875,3,18,479,1422,85.3684686836403,"1999",6,"fec",2.46145141628357,"wing absorptivity= 0.65","flight activity time (hr)"
"2064",-108.5625,39.1875,4,18,480,1639,83.1236381650438,"1999",6,"fec",2.55194056896734,"wing absorptivity= 0.65","flight activity time (hr)"
"2065",-108.4375,39.1875,5,18,481,1954,79.9502822809455,"1999",6,"fec",2.70738985339237,"wing absorptivity= 0.65","flight activity time (hr)"
"2066",-108.3125,39.1875,6,18,482,1676,82.7456948095034,"1999",6,"fec",2.53413290500965,"wing absorptivity= 0.65","flight activity time (hr)"
"2067",-108.1875,39.1875,7,18,483,1731,82.1864596883715,"1999",6,"fec",2.74030548386463,"wing absorptivity= 0.65","flight activity time (hr)"
"2068",-108.0625,39.1875,8,18,484,1852,80.96691102987,"1999",6,"fec",3.70092320069713,"wing absorptivity= 0.65","flight activity time (hr)"
"2069",-107.9375,39.1875,9,18,485,2011,79.3866841784205,"1999",6,"fec",5.50064417558055,"wing absorptivity= 0.65","flight activity time (hr)"
"2072",-107.5625,39.1875,12,18,488,2931,70.7258752044871,"1999",6,"fec",5.15272024431535,"wing absorptivity= 0.65","flight activity time (hr)"
"2076",-107.0625,39.1875,16,18,492,3057,69.6018293743317,"1999",6,"fec",3.39963708388451,"wing absorptivity= 0.65","flight activity time (hr)"
"2078",-106.8125,39.1875,18,18,494,2831,71.6283982890158,"1999",6,"fec",4.81280390179992,"wing absorptivity= 0.65","flight activity time (hr)"
"2079",-106.3125,39.1875,22,18,498,3086,69.3451796935531,"1999",6,"fec",3.35405897459212,"wing absorptivity= 0.65","flight activity time (hr)"
"2080",-106.0625,39.1875,24,18,500,3134,68.9220644409703,"1999",6,"fec",2.90265435677865,"wing absorptivity= 0.65","flight activity time (hr)"
"2081",-105.9375,39.1875,25,18,501,2948,70.573366237124,"1999",6,"fec",3.83549492603893,"wing absorptivity= 0.65","flight activity time (hr)"
"2084",-105.5625,39.1875,28,18,504,3035,69.7970417461001,"1999",6,"fec",4.51778278163212,"wing absorptivity= 0.65","flight activity time (hr)"
"2089",-104.9375,39.1875,33,18,509,2248,77.0776868156497,"1999",6,"fec",5.47997657250569,"wing absorptivity= 0.65","flight activity time (hr)"
"2090",-108.8125,39.0625,2,17,512,2054,78.9636461887737,"1999",6,"fec",2.89588752121535,"wing absorptivity= 0.65","flight activity time (hr)"
"2091",-108.6875,39.0625,3,17,513,1955,79.9403667521791,"1999",6,"fec",2.65448712170365,"wing absorptivity= 0.65","flight activity time (hr)"
"2092",-108.5625,39.0625,4,17,514,1441,85.1699774406946,"1999",6,"fec",2.51905761475945,"wing absorptivity= 0.65","flight activity time (hr)"
"2093",-108.4375,39.0625,5,17,515,1459,84.9822779863558,"1999",6,"fec",2.65256970781483,"wing absorptivity= 0.65","flight activity time (hr)"
"2094",-108.3125,39.0625,6,17,516,2037,79.130675030352,"1999",6,"fec",2.89459396122846,"wing absorptivity= 0.65","flight activity time (hr)"
"2095",-108.1875,39.0625,7,17,517,2911,70.9056390683449,"1999",6,"fec",5.59998382017871,"wing absorptivity= 0.65","flight activity time (hr)"
"2098",-107.8125,39.0625,10,17,520,3106,69.168626815953,"1999",6,"fec",4.36441528338472,"wing absorptivity= 0.65","flight activity time (hr)"
"2099",-107.6875,39.0625,11,17,521,3134,68.9220644409703,"1999",6,"fec",4.08151723807572,"wing absorptivity= 0.65","flight activity time (hr)"
"2103",-107.1875,39.0625,15,17,525,3018,69.9481911199289,"1999",6,"fec",3.89605916244154,"wing absorptivity= 0.65","flight activity time (hr)"
"2106",-105.9375,39.0625,25,17,535,2797,71.9373717376699,"1999",6,"fec",4.83576498929007,"wing absorptivity= 0.65","flight activity time (hr)"
"2110",-105.4375,39.0625,29,17,539,2691,72.9075762938785,"1999",6,"fec",4.93485390732437,"wing absorptivity= 0.65","flight activity time (hr)"
"2111",-105.3125,39.0625,30,17,540,2692,72.8983741783074,"1999",6,"fec",5.64914648574847,"wing absorptivity= 0.65","flight activity time (hr)"
"2112",-105.1875,39.0625,31,17,541,2685,72.9628087418448,"1999",6,"fec",5.71740785759549,"wing absorptivity= 0.65","flight activity time (hr)"
"2113",-105.0625,39.0625,32,17,542,2683,72.981227085138,"1999",6,"fec",5.69457304270444,"wing absorptivity= 0.65","flight activity time (hr)"
"2115",-108.8125,38.9375,2,16,546,2197,77.5699077431823,"1999",6,"fec",3.9896840398078,"wing absorptivity= 0.65","flight activity time (hr)"
"2116",-108.6875,38.9375,3,16,547,2284,76.7317619080132,"1999",6,"fec",4.01844081148608,"wing absorptivity= 0.65","flight activity time (hr)"
"2117",-108.5625,38.9375,4,16,548,1751,81.9838619103819,"1999",6,"fec",3.09651558231079,"wing absorptivity= 0.65","flight activity time (hr)"
"2118",-108.4375,38.9375,5,16,549,1509,84.4626473948555,"1999",6,"fec",2.78682144871937,"wing absorptivity= 0.65","flight activity time (hr)"
"2119",-108.3125,38.9375,6,16,550,1768,81.8119719335137,"1999",6,"fec",2.94669080617727,"wing absorptivity= 0.65","flight activity time (hr)"
"2120",-108.1875,38.9375,7,16,551,2358,76.0246414660185,"1999",6,"fec",5.5772393013901,"wing absorptivity= 0.65","flight activity time (hr)"
"2122",-107.9375,38.9375,9,16,553,2238,77.174000832551,"1999",6,"fec",5.46683172352673,"wing absorptivity= 0.65","flight activity time (hr)"
"2125",-107.5625,38.9375,12,16,556,2269,76.8757441784739,"1999",6,"fec",5.65868381276784,"wing absorptivity= 0.65","flight activity time (hr)"
"2128",-107.1875,38.9375,15,16,559,2692,72.8983741783074,"1999",6,"fec",4.72404287902524,"wing absorptivity= 0.65","flight activity time (hr)"
"2129",-106.1875,38.9375,23,16,567,2859,71.374757204862,"1999",6,"fec",4.72405894795375,"wing absorptivity= 0.65","flight activity time (hr)"
"2131",-105.9375,38.9375,25,16,569,2788,72.0193392052751,"1999",6,"fec",4.88346351042355,"wing absorptivity= 0.65","flight activity time (hr)"
"2135",-105.4375,38.9375,29,16,573,2735,72.5035719447977,"1999",6,"fec",4.80237679008973,"wing absorptivity= 0.65","flight activity time (hr)"
"2136",-105.3125,38.9375,30,16,574,2604,73.7117689297402,"1999",6,"fec",5.71787697598451,"wing absorptivity= 0.65","flight activity time (hr)"
"2137",-105.1875,38.9375,31,16,575,2758,72.2931104680062,"1999",6,"fec",5.20335578894899,"wing absorptivity= 0.65","flight activity time (hr)"
"2138",-105.0625,38.9375,32,16,576,2689,72.9259833468035,"1999",6,"fec",5.22350500278681,"wing absorptivity= 0.65","flight activity time (hr)"
"2142",-108.5625,38.8125,4,15,582,2224,77.3090041548649,"1999",6,"fec",4.58570568846196,"wing absorptivity= 0.65","flight activity time (hr)"
"2143",-108.4375,38.8125,5,15,583,2061,78.8949526396922,"1999",6,"fec",2.9656009788401,"wing absorptivity= 0.65","flight activity time (hr)"
"2144",-108.3125,38.8125,6,15,584,1585,83.6777388056611,"1999",6,"fec",3.08797904096939,"wing absorptivity= 0.65","flight activity time (hr)"
"2145",-108.1875,38.8125,7,15,585,1631,83.205539142057,"1999",6,"fec",3.02431256738393,"wing absorptivity= 0.65","flight activity time (hr)"
"2146",-108.0625,38.8125,8,15,586,1571,83.8218816346293,"1999",6,"fec",3.45890991628791,"wing absorptivity= 0.65","flight activity time (hr)"
"2147",-107.9375,38.8125,9,15,587,1601,83.5132499813368,"1999",6,"fec",2.56929390527509,"wing absorptivity= 0.65","flight activity time (hr)"
"2152",-107.3125,38.8125,14,15,592,2638,73.3966362000304,"1999",6,"fec",5.20176792338366,"wing absorptivity= 0.65","flight activity time (hr)"
"2156",-106.6875,38.8125,19,15,597,3134,68.9220644409703,"1999",6,"fec",2.93924028046407,"wing absorptivity= 0.65","flight activity time (hr)"
"2158",-106.1875,38.8125,23,15,601,2902,70.9866534177665,"1999",6,"fec",4.89232699994563,"wing absorptivity= 0.65","flight activity time (hr)"
"2159",-106.0625,38.8125,24,15,602,2639,73.3873841328197,"1999",6,"fec",5.27063481230946,"wing absorptivity= 0.65","flight activity time (hr)"
"2160",-105.9375,38.8125,25,15,603,2914,70.8786509285721,"1999",6,"fec",5.12514598460621,"wing absorptivity= 0.65","flight activity time (hr)"
"2164",-105.4375,38.8125,29,15,607,2785,72.0466784940278,"1999",6,"fec",4.53993185483504,"wing absorptivity= 0.65","flight activity time (hr)"
"2165",-105.3125,38.8125,30,15,608,2514,74.5512356772311,"1999",6,"fec",5.70192980555552,"wing absorptivity= 0.65","flight activity time (hr)"
"2166",-105.1875,38.8125,31,15,609,2802,71.8918669069547,"1999",6,"fec",4.57037910546013,"wing absorptivity= 0.65","flight activity time (hr)"
"2171",-108.4375,38.6875,5,14,617,2225,77.2993547230787,"1999",6,"fec",3.99259272337126,"wing absorptivity= 0.65","flight activity time (hr)"
"2172",-108.3125,38.6875,6,14,618,1770,81.7917687837618,"1999",6,"fec",2.82260839848019,"wing absorptivity= 0.65","flight activity time (hr)"
"2173",-108.1875,38.6875,7,14,619,1644,83.0724832123639,"1999",6,"fec",2.56671571334292,"wing absorptivity= 0.65","flight activity time (hr)"
"2174",-108.0625,38.6875,8,14,620,1568,83.8527955258032,"1999",6,"fec",2.43085586827994,"wing absorptivity= 0.65","flight activity time (hr)"
"2175",-107.9375,38.6875,9,14,621,1604,83.4824374955077,"1999",6,"fec",2.73802315231409,"wing absorptivity= 0.65","flight activity time (hr)"
"2176",-107.8125,38.6875,10,14,622,1967,79.8214580563979,"1999",6,"fec",3.52219254045464,"wing absorptivity= 0.65","flight activity time (hr)"
"2177",-107.6875,38.6875,11,14,623,1941,80.0792748062367,"1999",6,"fec",3.46067584056313,"wing absorptivity= 0.65","flight activity time (hr)"
"2180",-107.3125,38.6875,14,14,626,3066,69.5220973029037,"1999",6,"fec",4.392392474446,"wing absorptivity= 0.65","flight activity time (hr)"
"2181",-107.0625,38.6875,16,14,628,2740,72.4577773004525,"1999",6,"fec",4.32107188816311,"wing absorptivity= 0.65","flight activity time (hr)"
"2182",-106.9375,38.6875,17,14,629,2769,72.1926300007236,"1999",6,"fec",5.08619984285748,"wing absorptivity= 0.65","flight activity time (hr)"
"2183",-106.8125,38.6875,18,14,630,2740,72.4577773004525,"1999",6,"fec",4.63043176491514,"wing absorptivity= 0.65","flight activity time (hr)"
"2185",-106.1875,38.6875,23,14,635,3166,68.6411508215342,"1999",6,"fec",4.34640737542197,"wing absorptivity= 0.65","flight activity time (hr)"
"2186",-106.0625,38.6875,24,14,636,2473,74.9362171926239,"1999",6,"fec",5.42767124573067,"wing absorptivity= 0.65","flight activity time (hr)"
"2187",-105.9375,38.6875,25,14,637,2989,70.2066458232158,"1999",6,"fec",4.75877728118578,"wing absorptivity= 0.65","flight activity time (hr)"
"2190",-105.5625,38.6875,28,14,640,2690,72.9167793500193,"1999",6,"fec",5.10256782000421,"wing absorptivity= 0.65","flight activity time (hr)"
"2191",-105.4375,38.6875,29,14,641,2786,72.0375644642002,"1999",6,"fec",5.56053521145238,"wing absorptivity= 0.65","flight activity time (hr)"
"2192",-105.3125,38.6875,30,14,642,2400,75.6256562122961,"1999",6,"fec",5.70448480780187,"wing absorptivity= 0.65","flight activity time (hr)"
"2193",-105.1875,38.6875,31,14,643,2642,73.3596335972895,"1999",6,"fec",5.8306857573013,"wing absorptivity= 0.65","flight activity time (hr)"
"2195",-104.9375,38.6875,33,14,645,2934,70.6989424837614,"1999",6,"fec",5.85735230471774,"wing absorptivity= 0.65","flight activity time (hr)"
"2196",-108.8125,38.5625,2,13,648,1852,80.96691102987,"1999",6,"fec",3.3131217883371,"wing absorptivity= 0.65","flight activity time (hr)"
